tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
218	Hmmm. Yet if it was Harry and Meghan that joked about this, it would be “Meghan wishes death upon the innocent citizens of Great Britain”	no	nan	nan	nan	nan	no	yes
219	BREAKING: Trump could still own stock in a company that, according to the CDC, will play a major role in providing coronavirus test kits to the federal government, which means that Trump could profit from coronavirus testing. #COVIDー19 #coronavirus  URL	yes	yes	yes	yes	yes	no	yes
220	Coronavirus COVID-19 Global Cases as tracked by Johns Hopkins University's USERID URL URL	no	nan	nan	nan	nan	no	yes
221	did y’all know that there are 96,950 cases of COVID-19 right now?  Did y’all know 3,308 people have died from it?  BUT did y’all know that 53,981 of these cases have already recovered?  Stop letting the media control your brain. Scare tactics are real tactics. Do your research.	yes	no	yes	yes	no	no	no
222	Dear USERID Pence: Is the below true? Do you have a plan?  Also, when are local jurisdictions going to get the #Coronavirus test kits you promised?	no	nan	nan	nan	nan	no	yes
223	I work with a mat salleh boss and every time he hears someone sneezes or coughs he would ask them to go back immediately, or work from home. The thing about us Asians is, we always think RAJINNYA DTG KERJA WALAUPUN SAKIT SO MUCH DEDICATION BUT NO YOU'RE JUST SPREADING GERMS.....	yes	no	no	yes	no	no	no
224	Same people used in multiple photos for corona claims in different cities across the world  &gt;&gt;33 is a prevalent number apparently. URL	yes	no	no	yes	yes	yes	no
225	After weeks of the Federal Government dragging its feet on COVID-19 testing, Trump just admitted in front of the cameras he wants to manipulate the measurement of the outbreak for his personal political benefit.	yes	no	yes	yes	yes	no	yes
226	Tomorrow this boomer is turning 25.. 👴 I will leave be going to France for skiing + maybe get corona virus, so I will be mostly AFK.  To celebrate I am giving this cool Nomad knife away.  Just retweet to enter.  Picking a random winner when I am home! 🥰 &lt;3 URL	yes	no	no	no	no	no	no
227	Korea: giving free test kit for covid-19  PH: we on tiktok!!! 🥰	yes	yes	yes	no	yes	no	yes
228	Today’s #coronavirus recap:  -95,270 confirmed cases globally &amp; 3,281 deaths  -80% of new cases in 🇮🇷🇮🇹🇰🇷  -@WHO estimates ~3.4% of 🌎 #COVID19 cases have died  -“It is a time for pulling out all the stops” -@DrTedros  -Countries must take a comprehensive, all-government approach	yes	no	yes	no	no	no	yes
229	me washing my hands: [bye sharona voice] die corona	no	nan	nan	nan	nan	no	no
230	RIP Grandpa can we get 30 gifted subs?'	no	nan	nan	nan	nan	no	no
231	WTAF?!?! A Man at Dartmouth with symptoms of #COVID19 was asked to self quarantine while waiting for test results. He decided he was fine and went to a party. Results came back positive the next day. Now another has it. Why are so many treating this as a joke?  #CoronaVirusUSA	yes	no	yes	yes	yes	yes	yes
232	What works in stopping the spread of Coronavirus: 1. Wash your hands for at least 20 seconds 2. Cough and sneeze into your elbow 3. Stay home if you're sick  What doesn't work: 1. Racism	yes	yes	yes	no	no	no	no
233	Touching one’s own face is not recommended as the #Coronavirus spreads rampantly across the world. Touching the face of another is simply unacceptable. #JustSoWrongJoe #NotOkayJoe URL	yes	no	no	no	no	no	no
234	Here is my public service announcement: If USERID says or tweets something in conflict with what doctors and experts have said about the #CoronavirusOutbreak, trust the doctors and experts. Your life and that of your family and friends may be at stake.	no	nan	nan	nan	nan	no	yes
235	the scariest thing about COVID-19 is that it looks like a JIRA ticket	no	nan	nan	nan	nan	no	no
236	Vietnam was the first country to fully contain SARS and COVID-19 (with no deaths) and developed a quick-test kit in one month that the WHO says should have taken four years. WHO is now consulting with Vietnam to get help for the global crisis. Of course this isn't in our news.	yes	yes	yes	no	yes	no	yes
237	MORE PEOPLE DIE FROM THE REGULAR FUCKING FLU EVERY YEAR THAN THE NUMBER OF PEOPLE WHO HAVE DIED FROM THE CORONA VIRUS JUST WASH YOUR HANDS COVER YOUR MOUTH WHEN COUGHING TAKE YOUR FUCKING VITAMINS AND STOP BEING RACIST TO EVERY ASIAN PERSON YOU SEE YOU FUCK HEADS	yes	yes	yes	yes	yes	yes	yes
238	Translation - A 60 year old women caught a cold and is fine.	yes	yes	yes	yes	no	no	no
239	It’s corona time URL	no	nan	nan	nan	nan	no	no
240	Don’t die of #Coronavirus without seeing this first, it’s the finest clip you’ll watch this year.  #Covid_19 #ThursdayThoughts #ThursdayMotivation #Coronvirus URL	no	nan	nan	nan	nan	no	no
241	CONTINUED LACK OF #COVIDー19 TESTING IS A DERELICTION OF DUTY BY USERID He knew since Jan about the #coronavirus.  What is particularly shameful is USERID is using the artificially deflated numbers due to lack of testing to say the virus has been stopped. It has not.	yes	no	yes	yes	yes	yes	yes
242	if i got corona i wouldn’t be that mad tbh. quarantine would give me a lot of time to catch up on shows and stuff, read, write a bunch and if i’m lucky, die	no	nan	nan	nan	nan	no	no
243	this is the BEST set of info I’ve found on corona virus and it’s worth watching the full 10mins URL	no	nan	nan	nan	nan	no	no
244	Normal sick ppl vs people with Corona virus #CoronaVirusChallenge URL	no	nan	nan	nan	nan	no	no
245	The virus of communal hatred is deadlier than Corona virus!	no	nan	nan	nan	nan	no	no
246	Attempt by USERID to minimize #Coronavirus has not aged well. According to USERID there are over 215 cases &amp; 14 deaths, including 56 new cases today. Due to lack of testing by Administration, we still don’t know extent of the virus spread.  URL	yes	no	yes	yes	yes	yes	yes
247	Corona Virus is Temporary. House music is forever🤙	no	nan	nan	nan	nan	no	no
248	Denyin’ tests to coronavirus victims to help your approval numbers should be considered attempted murder. URL	no	nan	nan	nan	nan	yes	yes
249	Coronovirus #COVID19 is cancelled! 🦠 URL	no	nan	nan	nan	nan	no	no
250	Y’all tweeting about corona but not corinthians smh	no	nan	nan	nan	nan	no	no
251	The whole entire world: Corona Virus is dangerous.  Jamaicans: URL	no	nan	nan	nan	nan	no	no
252	“That’s the coffin there as you can see”  URL URL	no	nan	nan	nan	nan	no	no
253	Like an invasion of hostile space aliens, COVID-19 Is an enemy of the human species that won’t negotiate. It cares not of your nationality, ideology, politics, or religion. This enemy of us all requires a global effort to combat, guided by science and not by magical thinking. URL	yes	no	yes	no	no	no	no
254	Its Friday motherfuckers, you're showing up with a nut sack filled with Corona juice and a breathing mask.....	no	nan	nan	nan	nan	no	no
255	#VIDEO: The circling area around Holy Kaaba at the Holy Mosque in #Makkah was emptied of people temporarily in order to clean and sterilize it, due to #Coronavirus fears and to insure the safety of pilgrims. URL	yes	no	yes	no	no	no	no
256	DOH IS OFFICIALLY ON TIKTOK!🎼  Learn protective measures against COVID-19 in this TikTok video! Join the #covidance challenge!  Follow DOH's official tiktok account at ID:dohgovph 🤟 URL	no	nan	nan	nan	nan	no	no
257	⚠️A nurse—exposed to #coronavirus and SICK in quarantine—hammers USERID for initially REFUSING and then delaying #COVID19 testing.  “What a ridiculous and uneducated response...it’s a public health emergency.”  h/t USERID USERID URL	yes	no	yes	yes	no	yes	yes
258	Let's bring more hope! Science works!  URL	no	nan	nan	nan	nan	no	no
259	As of March 6th 3PM KST, #BTSARMY donated approx.  505,500,000 won for COVID-19 relief in 9 days!!  USERID 💜💜💜💜💜💜💜 URL	yes	no	no	no	yes	no	no
260	President Trump could create a cure for COVID-19 and we'd hear 'not my cure' from the TDS crowd.  They say we're a cult, when in fact we're family.  Team Trump is a dynasty and this dynasty is going to get him re-elected. #Landslide2020	no	nan	nan	nan	nan	no	no
261	After USERID and cronies downplayed the #CoronavirusOutbreak, Pence now admits there aren't enough #coronavirus test kits.  Experts (including me) saw this coming for weeks and called for point-of-care #COVID19 tests.  Their incompetence will cost lives.🤬  USERID	yes	no	yes	yes	yes	yes	yes
262	#HongKongers decided not to listen to their own government for good reasons and decided to wear masks to protect themselves. #HongKong had the first case of #coronavirus way earlier than most of the countries on this list and had seen nearly little to no increase in cases since.	yes	nan	yes	no	yes	no	yes
263	So there is local transmission. Please wash your hands. Please don't cough or sneeze on people.	no	nan	nan	nan	nan	no	no
264	Kerala is the only state in India which successfully stopped 3 deadly virus, Corona, Nipah and BJP.	yes	yes	yes	no	yes	no	no
265	This latest report of SARS-like lung damage is consistent with prior clinical reports of #coronavirus cases from #China. At least 1 patient who survived #COVID19 later received a lung transplant due to permanent fibrosis ('scarring') of his lungs.  URL	yes	no	yes	no	yes	yes	yes
266	My bihun sup ain't perfect without sambal hitam🤧🤧	no	nan	nan	nan	nan	no	no
267	Donations to the US Government are handled by a specific office at the U.S. Treasury; you don’t send  a check to an “Office of the Assistant Secretary for Health” — see URL	yes	no	no	yes	no	no	yes
268	So here’s a question for today: if you are a doctor in the Seattle area, can you, as of today, order a COVID-19 test for any patient you think should be tested? Curious to hear from actual medical professionals in the area.	no	nan	nan	nan	nan	no	yes
269	whats the coolest way we can say '16 people have been tested'	no	nan	nan	nan	nan	no	no
270	This #coronavirus emergency response package gives our government the resources it needs to confront this public health crisis – without stealing a dime from other critical initiatives. With my signature, it goes to the President’s desk. URL	yes	no	yes	no	yes	no	no
271	Virus needs Us to travel. Let us 'Beat The Virus' with Conscious and Responsible action. Do not allow Virus to dislocate and disrupt your lives and that of the Nation. - Sg #CoronaVirus	no	nan	nan	nan	nan	no	no
272	Nero's fiddling again. As people die &amp; his administration fumbles the COVID-19 response, DONALD TRUMP IS TAKING ANOTHER TAXPAYER-FUNDED VACATION TO HIS PRIVATE LUXURY RESORT. I'm really trying hard to comply with a social media policy that surely bans cursing out a corrupt POTUS.	yes	no	yes	yes	yes	yes	yes
273	Well, we called it here first, didn't we? Or at least among the first... This would be good news.	no	nan	nan	nan	nan	no	no
274	#Taiwan’s ability to contain the #COVID19 outbreak is a tribute to our unity &amp; resilience. It also speaks to the collaboration between our government, people, &amp; the many private businesses that have ramped up production to protect public health &amp; make the impossible possible: URL	yes	no	no	no	no	no	no
275	Dear USERID A reminder that last week in USERID Affairs Committee, USERID refused 6 times to deny that #coronavirus is a hoax.  URL	yes	no	yes	yes	no	yes	yes
276	There's something strange going on with Turkey. It is refusing to give evidence about the corona virus to WHO. There are rumors that the problem is almost like with IRAN. Some cases are reported on Turkish airlines. They don't give evidence as TA are on the verge of bankruptcy URL	yes	no	yes	yes	yes	yes	yes
277	Japan: close schools Italy: close schools and football games China: shut everything down  Olympics; may cancel  Trump: Coronavirus is a hoax, my hunch is experts are wrong, and you should go to work and school.  #TrumpVirus #COVID19 #Coronvirus	yes	no	yes	yes	yes	no	yes
278	Don't interrupt! Blaming🇺🇸4 #coronaviruschina will enable us 2 unite🌐against the New Evil Empire🇨🇳4 its coverup. This pandemic has been killing not only Chinese people but also people throughout🌐. Wuhan victims cry out fake as Vice-Premier 孙春兰 visits. URL	yes	no	nan	yes	no	yes	no
279	According to TMZ, and some other reliable sources. Selena Gomez has reportedly donated $1,000,000 to vaccine research to help prevent the spread of COVID-19 also known as the Coronavirus. “I want everyone to know that they are rare and soon this disease will be.” URL	yes	yes	yes	no	yes	no	no
280	Dear #Patriots,  Who else finds it strange that the #FakeNewsMedia continues to spew this #coronavirus scare &amp; daily gives us the death tolls from this illness...  when they could care less about how many deaths occur every minute from abortions??	yes	nan	yes	yes	no	yes	no
281	6 Mar 20 | 7pm GMT+2 # of confirmed #COVID19 cases in the Region  🇦🇫Afghanistan 1 🇧🇭Bahrain 56 🇪🇬Egypt 15 🇮🇷IR Iran 4747 incl 124 deaths 🇮🇶Iraq 38 incl 2 deaths  🇯🇴Jordan 1 🇰🇼Kuwait 58 🇱🇧Lebanon 16 🇲🇦Morocco 2 🇴🇲Oman 16 🇵🇸OPT 7 🇵🇰Pakistan 6 🇶🇦Qatar 11 🇹🇳Tunisia 1 🇸🇦KSA 5 🇦🇪UAE 29 URL	yes	no	yes	no	no	no	yes
282	Trump campaign sues CNN over ‘false and defamatory’ 'Russia Russia' statements, seeks millions in damages.  Fake News Medias are worse than #coronavirus. Enemy of the People!  THE GREAT AWAKENING. You are the news now. Handle w/ care. Q #QAnon #Trump2020 #KAG  #KAG2020 #WWG1WGA URL	yes	no	nan	no	yes	no	no
283	Three more Iranian officials reportedly dead from #COVID19. Either being a politician makes you extra-susceptible to coronavirus, or the prevalence of the disease is orders of magnitude higher than the government admits: URL	yes	no	yes	yes	yes	yes	yes
284	USERID Donald Trump canceled his trip to CDC in Atlanta because one person allegedly had #coronavirus?? #hypocrite URL	yes	nan	yes	yes	yes	yes	yes
285	That makes you wonder. Why would you cancel a visit if it's  only a hoax, or worse a flu? #GermaphobeTrump has 2 standards. Everyone who is infected with COVID-19 can still  go to work, unless he is the  Bonespurs in Chief  URL	yes	nan	yes	yes	no	yes	yes
286	WARNING ⚠️: This man is the KING of the collusion hoax empire. Trust nothing he says or writes. He’s pure disinformation. 👇🏻👇🏻👇🏻	yes	nan	nan	yes	no	yes	no
287	Media is bombarding us with queries about fake cases. I will be the one who will know first. I request you desist from fake news #Coronavirus URL	yes	yes	no	yes	no	yes	no
288	New York AG Warns Televangelist #JimBakker To Stop Selling FAKE #CORONAVIRUS CURE  #LisaLandau, chief of the AG’s Health Care Bureau, sent a cease and desist letter to Bakker on Thursday threatening legal action  #MOG☘️ #BlueWave2020  #MAGA #Christians URL	yes	no	yes	nan	yes	yes	no
289	Before the Corona Virus reached South Africa, Trevor Noah was on the daily show making fun of the fact that we were gonna die because of China and their fake things . Some American got offended that he's making fun of such a serious situation and he was like	yes	no	yes	yes	no	yes	no
290	Since this will never get reported by the media, I wanted to share a copy of this check.  USERID  is once again donating his salary back to the United States Government  â This quarter, it will be donated to  USERID  to confront, contain, and combat #Coronavirus. Flag of United StatesFlag of United States	yes	no	yes	yes	yes	no	yes
291	Thanks, #MichaelBloomberg. Hereâs a handy little (unintentional) demo on the way to spread #coronavirus by the most clueless person in America: touch community food as much as you can with your saliva-soaked fingers.  #MiniMikeBloomberg #DroolingBloomberg	no	nan	nan	nan	nan	no	no
292	Folks, when you say "The corona virus isn't a big deal, it only kills the disabled, elderly, chornically-ill, and immunocompromised," the implication is that those people are expendable.  Please be more careful.	no	nan	nan	nan	nan	no	no
293	Just 1 case of Corona Virus in India and  people are crazy  for masks!! Daily 400 people die in road crashes & still no craze for HelmetsThinking face  #safetysaves  be it virus or road crashes!	yes	no	yes	no	no	no	no
294	President  USERID  made a commitment to donate his salary while in office. Honoring that promise and to further protect the American people, he is donating his 2019 Q4 salary to  USERID  to support the efforts being undertaken to confront, contain, and combat #Coronavirus.	yes	no	yes	no	yes	no	yes
295	I live in Seattle, I have all symptoms of COVID-19 and have a history of chronic bronchitis.   Since I work in a physical therapy clinic with many 65+ patients and those with chronic illnesses, I decided to be responsible and go to get tested. This is how that went.	yes	no	yes	no	no	no	yes
296	my dad said "why don't they just cure corona virus" and i told him it reminded me of this home movies clip	no	nan	nan	nan	nan	no	no
297	Experts across the world have advised to reduce mass gatherings to avoid the spread of COVID-19 Novel Coronavirus. Hence, this year I have decided not to participate in any Holi Milan programme.	yes	no	yes	no	no	no	yes
298	Prime Minister of Israel Benjamin Netanyahu  USERID  encourages Israelis to adopt the Indian way of greeting #Namaste at a press conference to mitigate the spread of #coronavirus	yes	no	yes	no	no	no	no
299	Dear  USERID : You knew about #Covid_19 in January. It is March and your Administration still does not have enough test kits. That is unconscionable and a dereliction of duty.  Stop minimizing the #CoronaOutbreak and start leading. Lives are at stake. <link>	yes	no	yes	yes	yes	no	yes
300	Safety always comes first. Do not panic and stay safe. #CoronaAlert <link>	no	nan	nan	nan	nan	no	no
301	Countries with largest numbers of #coronavirus diagnoses  1. China 2. South Korea 3. Italy 4. Iran 5, Japan 6. France 7. Germany 8. Spain 9. Singapore 10. USA	yes	no	yes	no	no	no	yes
302	I'm stunned by the depth of #coronavirus information being released in #Singapore. On this website you can see every known infection case, where the person lives and works, which hospital they got admitted to, and the network topology of carriers, all laid out on a time-series <link>	yes	no	yes	no	no	no	yes
303	Thank you, keep up the great work!	no	nan	nan	nan	nan	no	no
304	The new #coronavirus has killed about 3.4% of confirmed cases globally - making it deadlier than the flu, but still containable.   The seasonal flu's fatality rate is below 1% URL	yes	no	yes	no	no	no	yes
305	Nigeria being able to handle Ebola and Corona virus effectively just lets you know that the incompetence in everything else is on purpose	no	nan	nan	nan	nan	no	no
306	BREAKING: I am announcing a new directive requiring NY health insurers to waive cost sharing associated with testing for #coronavirus, including emergency room, urgent care and office visits.  We can't let cost be a barrier to access to COVID-19 testing for any New Yorker.	yes	no	yes	no	no	no	yes
307	Now they want to clean	no	nan	nan	nan	nan	no	no
308	Netanyahu announcing Israel's new extreme measures against #corona. Orders Israelis to stop shaking hands, suggests following Indian custom of namaste instead. ðð½ <link>	yes	no	yes	no	no	no	no
309	Just spoke with ER doc who say he's seeing cases he's 99% sure are #coronavirus. Negative for flu, recent travel, work in airports. Not allowed to test. Patients return to work because they can't take time off w/out a firm diagnosis. Other ER docs seeing the same thing.	yes	no	yes	yes	yes	yes	yes
310	Slowly, all Hindu traditions will be accepted by the world. Yoga is already in. Need for family system & vegetarianism is dire, Universal Acceptance to fight terrorism, polytheism to fight hate & bigotry of the communists.  The time for unscientific Abrahamic principles is over.<link>	no	nan	nan	nan	nan	yes	no
311	Congress should NOT tie emergency #coronavirus funding with #FISA reauthorization.   We MUST reform our FISA system to restore the American peopleâs confidence in our justice system and ensure what happened to  USERID  and his campaign in 2016 NEVER happens again.<link>	no	nan	nan	nan	nan	no	yes
312	#EXO members #Chanyeol, #Lay, #Suho and #Kai have donated a combined 170 million won to Korea Disaster Relief Association Hope Bridge to help fight the #coronavirus outbreak. #COVID19  USERID  USERID  #ì°¬ì´ #ZhangYixing #ìí¸ #ìì	yes	no	no	no	yes	no	no
313	Dear  USERID  Pence: What are you hiding from the American people? Why wonât you let the people see and hear what experts are saying about the #CoronaOutbreak?	no	nan	nan	nan	nan	no	yes
314	Dear  USERID ,  Quit wasting India's time playing the clown with your social media accounts, when India is facing an emergency. Focus the attention of every Indian on taking on the Corona virus challenge.   Here's how it's done..  #coronavirusindia	no	nan	nan	nan	nan	no	no
315	Hold on - #China Communist Party now denying #CoronavirusOutbreak originated in China? This after Beijingâs catastrophic mishandling of the virus has caused a global health crisis? What a collection of incompetent thugs & liars <link>	yes	nan	yes	yes	yes	no	yes
316	The World Health Organization confirmed that Covid-19 is deadlier than the seasonal flu, but does not transmit as easily. Read the latest updates on the coronavirus outbreak here.	yes	no	yes	yes	yes	yes	yes
317	DO NOT PANIC !  Hereâs all what you need to know &amp; do as a responsible citizen.DO NOT PANIC !  Hereâs all what you need to know & do as a responsible citizen.  #coronavirusindia Microbe  #covid2019  #CoronaAlert <link>	no	nan	nan	nan	nan	no	no
318	Trump to Hannity on WHO saying coronavirus death rate is 3.4%: "I think the 3.4% number is really a false number. Now this is just my hunch, but based on a lot of conversations ... personally, I'd say the number is way under 1%."  Astoundingly irresponsible. <link>	yes	yes	yes	yes	no	yes	yes
319	Dear  USERID : Why are we still not testing at the scale we need to contain the #CoronavirusOutbreak?   Have you apologized yet for saying criticism of your Administrationâs botched testing was a new hoax? <link>	no	nan	nan	nan	nan	no	no
320	Thank you for the inspiration #India- from today all Israelis say #Shalomð®ð±#Namasteð®ð³	no	nan	nan	nan	nan	no	no
321	If true, the  USERID  officials who denied coronavirus testing to exposed US embassy staff need to resign.   Also, a reminder that last week in  USERID  Committee,  USERID  refused 6 times to deny that #coronavirus is a hoax. <link>	no	nan	nan	nan	nan	no	yes
322	A call to every Democrat running for president, or anywhere for that matter. Will you join President Trump in donating your quarterly salary toward fighting #CoronaVirus? Citizens would be very grateful. Thank you in advance.	no	nan	nan	nan	nan	no	no
323	A State of Emergency has been declared for LA City and County due to confirmed cases of Coronavirus.  Angelenos need to be prepared, but not panicked. Listen to the advice of experts.  Make sure you're following  USERID  and  USERID  for the latest info and recommendations. <link>	yes	no	yes	no	no	no	no
324	We are doomed.    #coronavirus #Covid_19 URL	no	nan	nan	nan	nan	no	no
325	USERID Please repost this. It shares vital information and it's a class on how to lead during times of crisis  An excellent speech by Singaporeâs Health Minister Mr. Gan Kim Yong.   An excellent way of describing #coronavirus #CoronaVirusUpdates	no	nan	nan	nan	nan	no	yes
326	#B52Questions 1. Why is Rudy not under arrest? 2. Why is Harvey not in Rikerâs? 3. Why is Cuccinelli still working? 4. Has Barr quit yet? 5. When is Flynn being sentenced? 6. Who trusts Pence and Mrs. Miller with messaging about #coronavirus ? 7. Are Râs happy w/their guy?	no	nan	nan	nan	nan	no	yes
327	Globally, about 3.4% of reported #COVID19 cases have died. By comparison, seasonal flu generally kills far fewer than 1% of those infected- USERID  #coronavirus	yes	no	yes	no	no	no	yes
328	It is a fair question to ask whether the lack of testing is due to gross incompetence by the  USERID  Administration, or Trumpâs stated desire to minimize the #CoronaOutbreak. Either way we now have severe consequences. And we cannot get those critical weeks back.	no	nan	nan	nan	nan	yes	yes
329	Nothing to see here folks.   Only the  USERID  stopping a corona virus bill because it doesnât allow all of their big pharma pals to charge whatever they want for a lifesaving vaccine that hasnât even been developed yet.   #OneVoice1 <link>	yes	nan	yes	yes	yes	yes	yes
330	Amazing! What South Korea is doing is really bending their #Covid19 epidemic curve. Only 131 new cases today, versus 909 on Feb. 29. It's not just China. This clearly can be done. URL URL	yes	no	yes	no	no	no	yes
331	My students have noted that COVID-19 is showing us how any âhonorary whiteâ status placed on Asians in the U.S. was always provisional.	no	nan	nan	nan	nan	yes	no
332	The thing anyone under age 50 has to realize is that we're probably not gonna die from COVID-19 but we will absolutely be the vectors who spread the disease around to old people who *will* die which is why we gotta take precautions too.	yes	no	yes	no	no	no	no
333	They did not cut taxes. They did not bail out companies. They just attacked the public health emergency. The way to enable economic recovery is focus on public health. URL	yes	no	yes	no	yes	no	yes
334	Hospital Sungai Buloh will soon to be COVID-19 centre. May this effort be a paradigm for a better precaution to all Malaysians. We're arranging beds 100% for COVID-19 patients, &amp; re-distributing in-House patients to other Tertiary Hospital/District Hosp for continuation of care.	yes	no	yes	no	yes	no	no
335	In the 5 months since the beginning of the Corona Virus outbreak, 3800 people Worldwide Have died. In that same period The flu has killed Over 310,000. Wake up people! The Coronavirus "Scare" Is a maufactured crisis. Ask yourself: Who benefits from this crisis? Feel me??	yes	yes	yes	yes	yes	yes	yes
336	If you didn't blame Obama for approx. 12,000 American swine flu deaths (and I didn't), but want to turn around and somehow pin approx. 22 corona virus on Trump/Pence, then YOU are the freaking problem with political discourse in this country. Full stop.	no	nan	nan	nan	nan	yes	no
337	Short video... #Coronavirus spreads all over the world #Wuhan #COVID2019 #koronawirus #Korona #Corona #CoronavirusSpread #CoronaVirusUpdate URL #COVID19	yes	no	yes	no	no	no	no
338	Looks like the corona virus is antiblack and Iâm okay with that URL	yes	no	yes	no	yes	no	yes
339	chinese corona virus be like URL	no	nan	nan	nan	nan	no	no
340	Covid-19 hit during cold/flu season. Wondering if you might have the virus? This chart on #covid19 v. cold v. flu is helpful: URL	yes	no	yes	no	no	no	no
341	North Americans: *hoarding toilet paper, vociferously debating the merits of hand sanitizer* France: FOR THE LAST TIME, COCAINE DOES NOT PREVENT CORONAVIRUS URL	yes	nan	no	no	no	no	no
342	Our #FlattenTheCurve graphic is now up on USERID with proper attribution &amp; a CC-BY-SA licence. Please share far &amp; wide and translate it into any language you can! Details in the thread below. #Covid_19 #COVID2019 #COVID19 #coronavirus Thanks to USERID &amp; USERID URL	yes	no	no	no	no	no	no
343	Bigoted statements which spread misinformation and blame Asians and the Asian American community for #coronavirus make us all less safe. USERID must delete this tweet and apologize immediately. URL	yes	no	yes	yes	yes	yes	yes
344	THREAD: On #Coronavirus, we may be entering a period of accelerating cases. The country could look very different over next two weeks. Weâll get through this, but need to take steps now to limit the scope and impact of virus. There are things we can do now to help ourselves. 1/n	yes	no	yes	no	yes	no	no
345	For those liberals who blew their butt plugs over people calling the Corona virus that originated in Wuhan the (wait for it...) #WuhanCoronavirus, hereâs a history refresher... #Numbskulls URL	no	nan	nan	nan	nan	no	no
346	Just got a look of guidlines for testing COVID-19 at a San Diego hospital and they are...really bad! In order to get a test the patient has to have had close contact w someone w a confirmed infection or travelled to an infected area. But that's totally insufficient!	yes	no	yes	yes	yes	yes	yes
347	$57 round trip to LA, thanks corona virus URL	yes	no	no	no	no	no	no
348	The #Coronavirus is spreading. Letâs make education spread faster. Please read &amp; retweet to so we are all ready for #COVID19.URL	yes	no	no	no	no	no	no
349	For everyone who prioritizes âconsumer choiceâ over a single payer healthcare system, understand that when you force peopleâs access to healthcare to be tied to their employment, you actually take away their freedom and increase the precariousness of their lives â¬ï¸ URL	no	nan	nan	nan	nan	no	no
350	I've just been informed that my COVID-19 lab result was negative. In an abundance of caution, I will remain under self-quarantine at the advice of medical professionals through Thursday at 2pm. I continue to feel fine and show no symptoms.	yes	no	no	no	no	no	no
351	Corona got these flights cheap as hell why not URL	yes	yes	no	no	no	no	no
352	ð France, Spain and Germany are about 9 to 10 days behind Italy in #COVID19 progression; the UK and the US follow at 13 to 16 days. In Italy we waited too long, these countries should really start implementing aggressive containment measures now. URL	yes	no	yes	no	yes	no	yes
353	Corona Virus Pro Tip: If you mix Emergen-C with Vodka you literally cannot get sick, itâs actually science	yes	yes	no	yes	yes	yes	no
354	.@SenSchumer &amp; I are demanding that the Trump Administration prioritize the health and safety of American workers and their families over corporate interests. #coronavirus URL	yes	no	yes	no	yes	no	yes
355	âIsrael announces mandatory two-week quarantine for all overseas arrivals.â Want to bet Israel doesnât have an epidemic in their country? Borders are a wonderful thing. #Coronavirus URL	yes	no	no	no	no	yes	no
356	Nancy Binay is the most improved politician in the past years. Everyone who made fun of her dark skin can choke now. URL	no	nan	nan	nan	nan	no	no
357	In the wake of the #coronavirus, Sen Josh Hawley introduces a bill to end United States dependency on China for the manufacturing and distribution of our medical supply. URL	yes	no	yes	no	yes	yes	yes
358	I wanted detailed Covid-19 data, but had a hard time finding numbers without accompanying media bias. I collected it myself, and am sharing here. In this thread: - Incubation Time - Symptom Occurrence - Transmission Rates - First 20 US cases by date and location (cont'd)	yes	no	yes	no	yes	no	no
359	Truly sobering analysis: US more vulnerable than many countries to #coronavirus owing to combination of high numbers of uninsured, many w/o paid sick leave, and a leadership that has downplayed the challenge while not preparing the country for it. URL	yes	nan	yes	yes	yes	yes	yes
360	I don't know who needs to hear this but Alberta just added COVID19 testing to ALL respiratory swabs done in ER or hospital. So if you're looking for flu, you'll also get an answer on #covid19. Should be #StandardOfCare IMHO.	yes	no	yes	no	yes	no	yes
361	An antiviral spray against novel #coronavirus has developed in Shanghai Public Health Clinical Center, which can be put into throat as shield from virus. The spray can greatly help protect front-line medical staff, yet mass-production for public use is not available for now. URL	yes	nan	yes	no	yes	no	yes
362	#COVIDã¼19 Something we all need to be aware and alert of. It's now up to 3rd gen infection. Watch this video (borrowed) to understand how easy it is to spread the virus. #coronavirus URL	yes	no	yes	yes	yes	yes	nan
363	Can someone explain why people who came in contact with the CPAC attendee are doing self quarantine instead of getting a #coronavirus test? Wouldnât we want to know ASAP if anyone that attendee interacted with now has the virus? URL	yes	no	no	no	no	no	no
364	At a S. Korean gov't briefing on COVID-19 response: "The gov't is covering the financial costs for related testing and treatment instead of saddling individuals with those expenses. The gov't is also reimbursing medical facilities for losses incurred from imposed quarantines."	yes	no	yes	no	yes	no	no
365	passport twitter been quiet since corona hit. shouldve spent ur money on jordans	yes	no	no	no	no	no	no
366	EXCLUSIVE Nadine Dorries, a health minister, has become first MP to be diagnosed with coronavirus She has been in Westminster for past week, met hundreds of people, and attended a No 10 reception hosted by Boris Johnson on Thursday URL	yes	no	yes	yes	yes	yes	yes
367	Exhibit A ð­ð¥´ URL URL	no	nan	nan	nan	nan	no	no
368	Four days ago USERID said he âstoppedâ the #coronavirus &amp; âclosed it down.â As of tonight, there are over 1,000 cases in America with at least 31 deaths. The virus has now spread to 37 states. And we still lack sufficient testing. #FactsMatter URL	yes	no	yes	yes	yes	yes	yes
369	Me arriving in France after paying $00.38 for my round trip plane tickets because of the corona virus scare URL	yes	no	no	no	no	no	no
