tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
520	شركة #فايزر للأدوية: لقاح لفيروس #كورونا في بداية الخريف 💉😮 #كوفيد19 #covid19 #coronaupdate #corona https://t.co/3527n6jiGp	yes	no	yes	no	no	no	yes
521	الدكتورة منية مخول الباحثة المشاركة لمرحلة ما بعد الدكتوراة في جامعة وايل كورنيل قطر للطب تتحدث عن أهمية اكتشاف لقاح ضد فيروس #كورونا عبر برنامج #المسافة_الاجتماعية .. #لأجل_قطر_كلنا_في_البيت #forqatarstayhome https://t.co/JCZPwPkPdl	yes	no	yes	no	no	no	no
522	#إندونيسيا تبدأ اختبار لقاح صيني ضد فيروس #كورونا المستجد. وسبق أن اختبر هذا اللقاح على 9 آلاف متطوع في البرازيل. https://t.co/KCcanvi5gF	yes	no	yes	no	no	no	yes
523	الصين تتوصل إلى ثاني لقاح لفيروس #كورونا بعد روسيا. وهذه التفاصيل: #يومياتي #اخبار #فيروس_كورونا #COVID19 https://t.co/RU8JYNJQ40	yes	no	yes	no	no	no	yes
524	التطبيقات المحتملة لتقنية النانو في العلاج من فيروس #كورونا #COVID_19 • استخدام المواد النانوية في ايجاد لقاح لمكافحة فيروس COVID-19 ورأي عدد من المختصين في مواصفات المواد النانوية التي يمكن استخدامها في مكافحة هذا #الفيروس. • عبر موقعنا:https://t.co/ia1GmqSXnX https://t.co/sc9Z2c5Gf9	yes	no	yes	no	no	no	no
525	محاولة جديدة من جامعة اكسفورد وامبيريال لإيجاد لقاح فعال ضدCOVID19،بعد النتائج الإيجابية على الحيوانات التي تمكنت من إنتاج أجسام مضادة ضد الفيروس،بدأت المرحلة الثانية على البشر لجعل الجسم يتعرف على الاستجابة المناعية لبروتينCOVID19ويطورها لمنع الفيروس من دخول الخلايا ومنع العدوى https://t.co/GR8aM6iiYL	yes	no	yes	no	no	no	yes
526	ألفا وفاة بكورونا في أمريكا.. وروسيا تستعد لتجريب لقاح جديد تخطي الحجب: https://t.co/qBC1AXIvqZ للمزيد: https://t.co/YGBo8sqp2T #مباشر #كورونا	yes	no	yes	no	yes	no	yes
527	السباق المحموم لتطوير لقاح #كورونا يذكرنا بالروايات الجاسوسية إذ تتهم الدول المخابرات الروسية والصينية بالوقوف وراء هجمات قراصنة لسرقة أبحاث اللقاحات تحت الإختبار و بالتالي تنفي كل من موسكو وبكين هذه الاتهامات وتستقبل عاصفة من الانتقادات والتشكيك. ويبقى السوال..هل من دواء؟	yes	no	yes	yes	yes	yes	yes
528	مع انتظار سيطول لايجاد لقاح ل #فيروس_كورونا كثير من الدول ستلجأ إلى الفتح التدريجي للاعمال والتجارة ، مع الاخذ بأسباب الوقاية ، هي دورة الفيروس ستأخذ مجراها الطبيعي مثل أي فيروس آخر	no					no	no
529	الرئيس الروسي يعلن تسجيل أول لقاح ضد فيروس كورونا في العالم #جريدة_الراية | #لأجل_قطر_كلنا_في_البيت | #روسيا https://t.co/TNTWQ3KjEa	yes	no	yes	no	no	no	yes
530	#كورونا تتسابق شركات الأدوية العالمية لإيجاد لقاح ودواء لهذا الفيروس الذى حير العلماء وفِي النهايه بأذن الله سيصلون الى اللقاح المضاد له مصداقاً لقوله_صلى الله عليه وسلم_ {مامن دآء إلا وأنزل الله له دواء علمه من علم وجهله من جهله}	no					no	no
531	د. هادي ياسين من مركز #البحوث الحيوية الطبية في #جامعة_قطر يتحدث عن كيفية تحضير اللقاحات للأمراض المختلفة مثل لقاح #فيروس_كورونا #كوفيد١٩ الذي أنتجته دولة #روسيا.. @QatarUniversity @QU_BRC #الدوحة #قطر #كورونا #لقاح_كورونا_الروسي #لقاح_كورونا #doha #qatar #CoronaVaccine https://t.co/0HCFV1dYPu	no					no	no
532	#مع_الحكيم قريبا CoronaVac لقاح صيني جديد أعلنت الصين أن لقاحها ضد فيروس كورونا المستجد سيكون متوفرا بحلول نهاية هذا العام، وذلك رغم وجود عقبات أمام عملية الاختبار... التفاصيل 👈 https://t.co/I00xGqCYfJ #كوفيد19 #covid19 #corona #كورونا https://t.co/c5t9RzhAQn	yes	no	yes	no	no	no	yes
533	"💥تصريح هام جدا.. ""يمكنني أن أعلن أن اللقاح الناتج عن الدراسة بجامعة أكسفورد سيختبر ع البشر منذ يوم الخميس"" أشاد وزير الدولة للصحة البريطاني ""بالتقدم السريع"" والجهود التي قامت بها كلا من جامعتي إمبريال وأكسفورد لمحاولة إنتاج لقاح #COVID19 https://t.co/jQOLH0n2Kq"	yes	no	yes	no	no	no	yes
534	"#مع_الحكيم فاوتشي: التعجيل باستخدام لقاح قد يؤثر على باقي التجارب حذر كبير خبراء الأمراض المعدية في الولايات المتحدة الدكتور ""أنتوني فاوتشي""من مغبة التعجيل بالاستخدام الطارئ للقاح ضد كورونا قبل ثبوت أنه آمن وفعال... #كوفيد19 #covid19 #corona #كورونا_المستجد https://t.co/zR37FDhEWo"	yes	no	yes	yes	yes	yes	yes
535	المفوضية الأوروبية تقترح منح 80 مليون يورو إلى المختبرات الألمانية التي تعمل على إيجاد لقاح ضد #فيروس_كورونا https://t.co/PYtSqKHT59	yes	no	yes	no	no	no	no
536	مرض #كورونا اكثر مرض تم الاستثمار السياسي فيه والتنافس الدولي أيضاً ، وما ان تعلن دوله اكتشاف لقاح له الا ترد أخرى بنفس الإعلان والنتيجه سراب .. اللهم ارفع الوباء عنا بقدرتك ورحمتك	yes	yes	yes	yes	yes	yes	yes
537	#منظمة_الصحة_العالمية هي المسؤولة عن نشر الذعر بين الناس وتصوير #كورونا بأنه نهاية العالم وأنه لايوجد لقاح في المدى المنظور لتبقي الناس في دائرة الإحباط وإنتظار اي نافذة أمل من أجل إستنزاف أموال الدول والأفراد منظمة تدور حولها الكثير من علامات الإستفهام	yes	yes	yes	yes	yes	yes	yes
538	منظمة الصحة العالمية تؤكد أن لقاح جامعة اكسفورد البريطانية ضد كورونا أثبت فعاليته. وروسيا من جهتها تعلن عن جاهزية أول لقاح لعلاج كورونا. اللهم نسألك أن ترفع عنا هذا البلاء #فيروس_كورونا_المستجدّ	yes	yes	yes	no	no	no	yes
539	#كورونا.. لقاح فايزر وبيونتك في مرحلته النهائية..💊 لتخطي الحجب https://t.co/gtgLe5Xp6S للمزيد https://t.co/X1CYuOBZiH #covid19	yes	no	yes	no	no	no	yes
540	#فيروس_كورونا سبحان الله بسرعة الصاروخ تم توفير لقاح للكورونا وتتم التجربة! طيب الملاريا وسرطان و..و... .وينكم منهم!!! والأهم من كل هذا الفقر في القارة السمراء(كل هذا يحصد ملاييين من البشر ) ولكن نرجع ونقول المال أهم من الإنسان.	no					yes	yes
541	"لندن ""متأكدة"" من تورط موسكو في هجمات إلكترونية لسرقة بحث عن لقاح ضد #كورونا https://t.co/69OEUn8Odb https://t.co/S7hahB2K10"	yes	no	yes	yes	yes	yes	yes
542	روسيا تسجل أول لقاح ضد فيروس #كورونا المزيد من التفاصيل ضمن اللقاء مع الدكتور/ هادي ياسين-مدير المشاريع البحثية في مركز البحوث الطبية #برنامج_تراحيب #قناة_الريان https://t.co/2qqDnhrWdP	yes	no	yes	no	no	no	yes
543	🌍🌍🌍الأرض ثابتة ☀️ ومستقرة🌍🌍🌍 الترجمة: لذلك ... تدرس جامعة ييل عقول الأمريكيين لإعدادهم لقاح COVID. القناع ، والإبعاد الاجتماعي ، والإغلاق ، ودورة الأخبار ... جزء من الغرض المقصود هو إرهاقك عقليًا وجعلك تقبل حلهم المتسارع للفيروس. https://t.co/xz6WUcKAoG	yes	yes	yes	yes	yes	yes	yes
544	#الصين تبدأ تجارب سريرية على لقاح لفيروس #كورونا المستجد الرابط: https://t.co/rnPD0OTR9b https://t.co/bCwiRmywWr	yes	no	yes	no	no	no	yes
545	الولايات المتحدة تتهم #الصين بمحاولة اختراق الأبحاث حول لقاح #فيروس_كورونا المستجد -كوفيد19 🇺🇸🇨🇳 مزيد من التفاصيل في هذا الرابط : https://t.co/qo962O3fEz #الوطن #قطر #CHINA #COVID19 #لأجل_قطر_كلنا_في_البيت #StayHome https://t.co/k7YOUofzo6	yes	no	yes	yes	yes	yes	yes
546	#ترمب يعرض جهاز فحص سريع لفيروس #كورونا وشركات عالمية تسرع إجراءات إيجاد لقاح له .. دكتور حسين أيت مُحند أخصائي الأمراض المعدية في مستشفى لابيتيه سالبيتريار في #فرنسا https://t.co/PiU8gNcb3e	yes	no	yes	no	no	no	yes
547	يوشيرو موري رئيس اللجنة المنظمة لدورة الألعاب الأولمبية الصيفية في #طوكيو : توفر لقاح مضاد لفيروس #كورونا المستجد سيكون أساسيا للتمكن من إقامة الأولمبياد الذي تم تأجيله إلى عام 2021 https://t.co/Vk2S5yQg3Y	no					no	yes
548	تم اعتماد لقاح #كورونا في روسيا وجاهز للاستخدام https://t.co/cOf8r50AUO	yes	no	yes	no	yes	no	yes
549	البحث مستمر! تجربة جديدة في #بلغاريا .. هل يحمي لقاح السُل من فيروس #كورونا تخطي الحجب| https://t.co/lgGUzZOABT للمزيد| https://t.co/OlWNA463gK	no					no	yes
550	#عاجل: #ترامب: • الحاجة ملحة لفتح الاقتصاد الأمريكي والحياة بشكل عام • كان يمكن إيقاف الوباء منذ البداية لكن #منظمة_الصحة_العالمية و #الصين لم تقدما المساعدة • هناك تقدم كبير فيما يتعلق بإنتاج لقاح لـ #كورونا لكن لانعلم موعد ظهوره • لن نسمح بأي خسارة لقطاع النفط في #أمريكا	yes	no	yes	yes	yes	yes	yes
551	"#مع_الحكيم خبير بمنظمة الصحة يستبعد توفر لقاح لكورونا قبل 2021 ☹️ استبعد المدير التنفيذي لبرنامج الطوارئ في منظمة الصحة العالمية "" مايك رايان""، إمكانية التوصل للقاح ضد #كوفيد_19 قبل العام المقبل، وفق ما أوردت وكالة رويترز... #كوفيد19 #covid19 #corona #كورونا_المستجد https://t.co/6raGljHHBq"	yes	no	yes	no	yes	no	yes
552	الاتحاد الأوروبي يوافق على شراء 300 مليون جرعة من لقاح #كورونا https://t.co/XuLTrNxw1v https://t.co/aLHBcYaNDm	yes	no	yes	no	no	no	yes
553	تحقيق في وفاة الطبيبة الجزائرية بوديسة التي فقدت حياتها وجنينها أثناء عملها في مواجهة #كورونا وتفاصيل عن العالم المغربي الذي اختاره ترمب لرئاسة الفريق الأمريكي لتطوير لقاح مع د. عماد الجولاني، استشاري أمراض القلب في ميلانو https://t.co/Z2s7p4vAt6	yes	no	yes	no	yes	no	yes
554	في تطوّر بارز على مستوى الجهود العالمية الرامية إلى مواجهة فيروس #كورونا المستجد، أعلنت شركة جونسون أند جونسون العملاقة أنها أبرمت صفقة بقيمة مليار دولار مع الحكومة الأميركية بهدف توفير أكثر من مليار جرعة من لقاح تجري عليه اختبارات لمحاربة كورونا.	yes	no	yes	no	yes	no	yes
555	"#عاجل | بوتين: #روسيا طورت ""أول"" لقاح مضاد لفيروس #كورونا (كوفيد-19) https://t.co/gUMr9950Rx"	yes	no	yes	no	yes	no	yes
556	"#دراسة.. ""بعض أنواع الخفافيش قد تساعد في اكتشاف لقاح لفيروس #كورونا"" #كوفيد19 #covid19 #coronaupdate #corona https://t.co/zeUQQs07O8"	yes	no	yes	no	yes	no	yes
557	الصحة العالمية: إنتاج لقاح لـ #كورونا أمر غير مؤكد وربما يستغرق عاما https://t.co/iV7koYQ6ai https://t.co/cqf0NlDYga	yes	no	yes	no	yes	no	yes
558	"وسبق أن أكدت منظمة الصحة العالمية أن فيروس #كورونا المستجد سيبقى بين المجتمع البشري ""لوقت طويل""، معتبرا أن موجة ثانية للجائحة على الأقل ستضرب العالم بسبب عدم وجود أي لقاح جاهز ضد المرض حتى الان"	yes	yes	yes	no	yes	yes	yes
559	@GreeQatar يقولون اغسل يدك بالصابون 20 ثانيه تقضي على الفايروس وهم للحين يدورن لقاح له وهذا الجهاز يقضي على 99% بعد مافي فايده شفت ال1% هذا كفيل بالقضاء على الملايين من البشر	yes	no	yes	no	no	no	yes
560	علماء بريطانيون يحققون تقدما كبيرا في سبيل إيجاد لقاح لفيروس #كورونا. https://t.co/wWpGCcgM9h	yes	no	yes	no	no	no	yes
561	"#مع_الحكيم إعلان شركة ""مودرنا"" بنجاح تجاربها على لقاح جديد لفيروس #كورونا 💉 د. محمد ممدوح القاسمي مدير قسم أمراض الجهاز العصبي في مستشفى هارلي بولاية ميشيغان يعلق 👇 #كوفيد19 #covid19 #coronaupdate #corona https://t.co/S5bnIKTqLk"	yes	no	yes	no	no	no	yes
562	"#مع_الحكيم بريطانيا تحث فئات معينة للتطوع لتجارب لقاح #كوفيد19💊 💉 حثت السلطات الصحية البريطانية الفئات الأشد ضعفا أمام فيروس كورونا المستجد كالمسنين والأقليات السوداء والآسيوية للمشاركة في تجارب اللقاحات، بما يضمن التوصل للقاح ""ناجح""... #كوفيد19 #covid19 #corona #كورونا https://t.co/Ft4IqR8gyQ"	yes	no	yes	no	yes	no	yes
563	#مع_الحكيم روسيا تُسجل أول لقاح في العالم مضاد لفيروس #كورونا https://t.co/cZsQUs7dX6	yes	no	yes	no	no	no	yes
564	سباق محموم بين الشركات #الأمريكية و #الصينية و #الأوربية لاكتشاف لقاح #كورونا ، الصين أطلقت وحدة خاصة تتألف من 1000 عالم ، تتبع الوحدة لأكاديمية العلوم الطبية الخاصة بالجيش الصيني ، تعمل الوحدة كخلية نحل دون توقف وقامت باكتتاب الكثير من المتطوعين للتجارب السريرية. #لقاح_كورونا	yes	no	yes	no	no	no	yes
565	اسرة روكفلر المتحكمة ببنوك العالم وازمة انتاج لقاح #كورونا #rockfeller https://t.co/1DUHHXztVl via @YouTube	yes	yes	yes	yes	yes	yes	yes
566	"#مع_الحكيم شركة ""مودرنا"" الأمريكية: نتائج أولية مبشرة للقاح ضد #كورونا أعلنت شركة موديرنا الأميركية نتائج ""واعدة"" في المرحلة الأولى لتجارب لقاح ""مناعي"" ضد فيروس كورونا المستجد... التفاصيل 👈 https://t.co/t92qkUoNYS #كوفيد19 #covid19 #coronaupdate #corona https://t.co/wana5ywkBh"	yes	no	yes	no	yes	no	yes
567	الأخصائية مايا روماني تشرح فعالية لقاح #فيروس_كورونا ومتى سيطرح في السوق https://t.co/aiVEbAvic8	yes	no	yes	no	yes	no	yes
568	أكدت عدم وجود أعراض جانبية سلبية أو مضاعفات #روسيا تبدأ اختبار لقاح جديد ضد #كورونا على 18 متطوعًا #جريدة_الراية | #لأجل_قطر_كلنا_في_البيت #قطر https://t.co/Y2vXCuBTzl https://t.co/hZg9RSMqD0	yes	no	yes	no	yes	no	yes
569	المملكة المتحدة تستثمر 18 مليون دولار في مصنع اسكتلندي لإنتاج لقاح ضد #كورونا #جريدة_الراية | #لأجل_قطر_كلنا_في_البيت https://t.co/gYIHyuhoWk	yes	no	yes	no	no	no	yes
570	ترمب: #كورونا سيختفي حتى من دون لقاح : صح لسانك https://t.co/Z1oZu2L0jf	yes	yes	yes	yes	yes	yes	yes
571	#كورونا 😷 تدابير جديدة وجهود لتوفير لقاح لجميع دول أمريكا اللاتينية لتخطي الحجب https://t.co/FAXBI1DxHd للمزيد https://t.co/oFGc3Ctktw	no					no	yes
572	"#مع_الحكيم فاوتشي: لقاح #كورونا قد يكون فعالا جزئيا دعا كبير خبراء الأمراض المعدية في الولايات المتحدة ""أنتوني فاوتشي""، إلى ضرورة الاستمرار في فرض تدابير الصحة العامة للسيطرة على الوباء، قائلا إنه يمكن التوصل للقاح ضد كورونا... التفاصيل 👈 https://t.co/MCNsOyTdYT https://t.co/2wJ5XFsggj"	yes	no	yes	yes	yes	yes	yes
573	@biohussein هذه التقنيات العلمية المختلفةتستخدم حاليا في كبرى مراكز الأبحاث لإنتاج لقاح فعال وآمن ضد COVID19. احدثها هو الذي يعتمد على الحمض النووي DNA/RNA حيث يتم ادخال تسلسل جيني جزئيmRNA يحمل الشفرة الجينية الخاصة لكورونا عليه يساعد خلايا الجسم في تكوين الأجسام المضادة التي تحارب الفيروس https://t.co/ths6CYnNBS	yes	no	yes	no	yes	no	yes
574	إلى أن يرى اللقاح النور .. كونوا لقاح بعض ، وتآخوا فكلنا أبناء الأرض 🤍 #لن_ينسانا_الله #هبه_مشاري_حمادة #بشار_الشطي #كورونا	no					no	no
575	@MOPHQatar لقاحات كوفيد ١٩ تكون جاهزة في هذا العام: 1- لقاح جامعة أكسفورد (بريطاني) 2- لقاح شركة Moderna الامريكية (mRNA-1273) 3- لقاح شركة CanSino الصينية (AD5-NCOV) 4- لقاح شركة Inovio الامريكية (INO-4800) 5- لقاح شركة Sinovac الصينية (PICOVACC) 6- لقاح شركة BioNTech الالمانية https://t.co/DVDYGBs9Xl	no					no	yes
576	د. عبد اللطيف الخال: من المحتمل توافر لقاح لفيروس #كورونا قبل نهاية هذا العام أو بداية العام القادم https://t.co/V1d9mIw340	yes	no	yes	no	no	no	yes
577	#مع_الحكيم إعلان رسمي روسي عن أول لقاح ضد #كورونا 💊 أعلن الرئيس الروسي، عن أول لقاح ضد فيروس كورونا في العالم، مشيرا أن ابنته أخذت اللقاح وفق ما أوردت وسائل إعلام روسية ودولية. وأوضح الرئيس الروسي، خلال اجتماع مع أعضاء الحكومة، أن اللقاح المذكور أثبت فعاليته... #كوفيد19 https://t.co/3eg0XsQbjM	yes	no	yes	no	no	no	yes
578	#مع_الحكيم تحذيرات من التوقعات الخاطئة بشأن توفر لقاح في سبتمبر/ أيلول #كوفيد19 #covid19 #coronaupdate #corona #كورونا https://t.co/a4pAqiu0nj	yes	no	yes	no	yes	yes	yes
579	@MOPHQatar الرئيس التنفيذي لشركة AstraZeneca باسكال سوريوت قال انهم انتجوا 100 مليون جرعة ضد فيروس كورونا لقاح جامعة اكسفورد يكون متاح خلال اشهر https://t.co/SrXAGb5pyg	yes	no	yes	no	yes	no	yes
580	منظمة #الصحة_العالمية ترفع الراية البيضاء : حصلنا على أكثر من 100 لقاح تجريبي ضد #كورونا لكن هذا الفيروس مخادع وإنتاج لقاح له أمر صعب.	yes	yes	yes	yes	yes	yes	yes
581	#عاجل| الجزيرة| #ترمب : هيئة الغذاء والدواء أجازت في حالات الطوارئ استخدام بلازما المتعافين لعلاج مرضى فيروس #كورونا - نعمل على إزالة كل ما قد يؤخر التوصل إلى لقاح لفيروس كورونا #جريدة_الراية | #سلامتك_هي_سلامتي | #امريكا https://t.co/5otNeM7nFf	yes	no	yes	no	yes	no	yes
582	"صدر عن بعض وسائل الإعلام الأمريكية أن وزارة الدفاع ""البنتاغون"" تتوقع أن تكون هناك موجة جديدة من فيروس #كورونا خلال العام القادم، كما تتوقع عدم ظهور لقاح فعال حتى صيف عام 2021 @m3alhakim"	yes	no	yes	no	yes	yes	yes
583	"#عاجل | #إندونيسيا تبدأ اختبار لقاح صيني ضد فيروس #كورونا طوره مختبر ""سينوفاك بيوتيك"" على 1600 متطوع، ويطلق عليه اسم ""كورونافاك""، وسبق أن اختبر هذا اللقاح على 9 آلاف متطوع في البرازيل #جريدة_الراية | #لأجل_قطر_كلنا_في_البيت | https://t.co/tdmnuBffJM"	yes	no	yes	no	yes	no	yes
584	إنتاج الدفعة الأولى من لقاح فيروس كورونا الأمريكي يبدا في شهر. 7 https://t.co/VhgIsv32H7	yes	no	yes	no	no	no	yes
585	ملخص المقال هزيمة COVID19 يتطلب؛ 1.مزيد من الجهود والوقت لإيجاد لقاحات فعالة(قد لايظهر لقاح فعال قبل الشتاء القادم) 2.حتى ذلك الحين يبقى الامل في ايجاد ادوية فعالة كمضادات الفيروسات والأجسام المضادة وغيرها والتي قد تظهر اسرع من التطعيم. ولكن التحدي الأكبر من الفيروس هو الانسان !	yes	no	yes	no	yes	yes	yes
586	@Rawaak الا اذا اخذت اللقاح سنويا مع لقاح الانفلونزا الموسمية	yes	yes	yes	yes	yes	no	yes
587	طارت الطيور بارزاقها : وقعت إيطاليا وألمانيا وفرنسا وهولندا صفقة مع AstraZeneca لقاح أكسفورد 19 المحتمل. تأمين 400 مليون جرعة للمنطقة. https://t.co/jgq75rGRLG	yes	no	yes	no	yes	no	yes
588	#فيديو | الدكتور هادي ياسين مدير المشاريع البحثية في مركز البحوث الطبية يتحدث عن تسجيل روسيا أول لقاح ضد فيروس #كورونا #جريدة_الراية #قطر #لأجل_قطر_كلنا_في_البيت @AlrayyanTV https://t.co/9uN3kNtQSP	yes	no	yes	no	no	no	yes
589	عالمة بريطانية تقود أحد الأبحاث المتعلقة بإيجاد لقاح لفيروس #كورونا تقول إنها متأكدة بنسبة 80% أن اللقاح المضاد للفيروسات التاجية الذي طوره فريقها سيكون جاهزاً في شهر سبتمبر المقبل. المصدر: THE TIMES https://t.co/qSJl8xY6Br	yes	no	yes	no	yes	no	yes
590	الصحة العالمية تعلن عن الموعد المتوقع لإنتاج لقاح ضد #كورونا لتخطي الحجب | https://t.co/ZeZ60lnzLw https://t.co/9yrtEdOKCh	no					no	yes
591	من غير المرجح أن تستأنف كانتاس ، أكبر شركة طيران في أستراليا وواحدة من أقدم شركات الطيران في العالم ، الرحلات الدولية حتى يوليو 2021 - وقد تعتمد الرحلات الجوية إلى الولايات المتحدة على لقاح #كوفيد_19 https://t.co/WnhuIxBoaa	no					no	yes
592	" إنتاج مليون جرعة في الشهر من لقاح أوكسفورد"" البريطاني""💉💊 😮 #كوفيد19 #covid19 #coronaupdate #corona #كورونا https://t.co/rgcwt5NybZ"	yes	no	yes	no	no	no	yes
593	لقاح فيروس كورونافا يبشر بالخير في المرحلة الأولى الحمدلله 🤲 https://t.co/rwzximeKxi	yes	no	yes	no	no	no	yes
594	المفوضية الأوروبية تعلن أن الاتحاد الأوروبي توصل لاتفاق مع شركة /أسترازينيكا/ البريطانية للأدوية لشراء ما بين 300 إلى 400 مليون جرعة من لقاح فيروس كورونا /كوفيدـ19/ في حال توفره، وتعتزم المفوضية شراء الجرعات نيابة عن الأعضاء الـ 27 . #قنا	yes	no	yes	no	no	no	no
595	"#مع_الحكيم من سيحصل على لقاح شركة ""سانوفي"" أولا؟ صاحب المال أم صاحب الفكرة؟ 🤔 #كوفيد19 #covid19 #coronaupdate #corona https://t.co/0NiZvtWk10"	no					no	yes
596	"وتعهدت شركتا "" أسترازينكا"" و""سينوفاك"" في وقت سابق، بتوفير لقاحات ونقل التكنولوجيا حتى تتمكن البرازيل في نهاية المطاف من إنتاجها محليًا. ويخضع لقاح "" أسترازينكا"" بالشراكة مع جامعة أكسفورد وشركة ""سينوفاك بيوتيك"" الصينية - لتجارب سريرية كبيرة في البرازيل. #covid19 #corona"	yes	no	yes	no	yes	no	yes
597	وزارة الصحة الروسية تعلن عن بدء إنتاج لقاح ضد فيروس #كورونا #جريدة_الراية | #سلامتك_هي_سلامتي | #روسيا https://t.co/hdbnBZptEn	yes	no	yes	no	no	no	yes
598	شركة فرنسية: لقاح #كورونا سيُتاح في جميع أنحاء العالم في وقت واحد لتخطي الحجب https://t.co/K3ub0wxjHH للمزيد https://t.co/9QA97VnGeo	yes	no	yes	no	yes	no	yes
599	هناك فيروس يقتل 8500 طفل يوميا ! اسمه الجوع ، وله لقاح يسمى ( الطعام ) لكنهم لم يفعلوا له ضجة ، هل تعلم لماذا؟ لأنه لايقتل الأغنياء #كورونا #رمضان #أهلا_رمضان	no					no	yes
600	الدكتور ليث أبو رداد أستاذ وبائيات الأمراض المعدية في كلية وايل كورنيل للطب في قطر: كل يوم نتقدم في مواجهة وباء كورونا لكن ما زال الطريق طويلاً ولن ينتهي غداً وإذ كنا متفائلين سوف ينتهي الوباء بنهاية العام القادم ، ونهاية فيروس كورونا تحتاج إلى لقاح وإلا سوف يصعب التغلب عليه https://t.co/IZY3K1dm4I	no					no	yes
601	#مع_الحكيم #دراسة أمريكية تربط بين لقاح السل وضعف عدد الوفيات ببعض الدول 💉 التفاصيل 👇 #كوفيد19 #covid19 #corona #كورونا_المستجد https://t.co/DwcWmKTlfC	yes	no	yes	yes	yes	yes	yes
602	#مع_الحكيم مجموعة شاينا بيوتك الوطنية: نتائج واعدة للمرحلة الأولى والثانية على #لقاح الأجسام المضادة 🛡 #كوفيد19 #covid19 #corona #كورونا_المستجد https://t.co/qfaCnJmeu4	yes	no	yes	no	yes	no	yes
603	المغربي الاصل #منصف_السلاوي لقاح قبل نهاية 2020 #كورونا https://t.co/HByMrTLaAK	no					no	yes
604	"أعلنت شركة ""أسترازينيكا"" للأدوية حصولها على أكثر من مليار دولار من هيئة البحث والتطوير الطبي الحيوي الأمريكية لتطوير لقاح فيروس كورونا من جامعة أكسفورد https://t.co/VlXBhIH2cf"	yes	no	yes	no	no	no	no
605	"#مع_الحكيم #نتائج: ""الحيوانات التي تلقت لقاح ""أوكسفورد"" كونت أجساما مضادة لفيروس #كورونا بالفعل"" #كوفيد19 #covid19 #coronaupdate #corona https://t.co/5CjbqDNKnX"	yes	no	yes	no	no	no	yes
606	تسجيل لقاح غير عن لقاح فعّال 😊 https://t.co/zFXSQhkv7j	no					no	no
607	#مع_الحكيم لقاح من #تايلند لـ #كوفيد_19 يعمل باحثون من مركز أبحاث اللقاحات في جامعة شولا لونغ كورن في العاصمة التايلاندية بانكوك بالتعاون مع جامعة بنسلفانيا، في الولايات المتحدة على تطوير لقاح ضد فيروس كورونا المستجد... التفاصيل 👈 https://t.co/rC5bBAy1wn #corona #كورونا https://t.co/yxIig2qcNF	yes	no	yes	no	no	no	yes
608	"أعلن الرئيس الروسي أن بلاده طورت أول لقاح يوفّر ""مناعة مستدامة"" ضد فيروس #كورونا #كوفيد_19. وقال إن إحدى بناته قد طُعمت باللقاح الجديد. #مرصد_قطر https://t.co/hV3Zo4T4MC"	yes	no	yes	no	no	no	yes
609	هنالك لقاح بريطاني في طور التجربة، ولقد أثار ردة فعل جهاز المناعة بشكل قوي في تجربتين منفصلتين، واحدة في بريطانيا وواحدة في الصين. https://t.co/MvWFwLK7wL	yes	no	yes	no	yes	no	yes
610	ان شاءالله نسمع خبر عن توفير لقاح ضد كورونا 🙄 https://t.co/r3MzyNPsRW	no					no	no
611	هانت إن شاء الله #خلك_في_البيت ⚠ أخبار سارة ستبدأ #UK تجربة لقاح #COVID19 على المرضى منذ يوم الخميس https://t.co/28XwWgenHL	yes	yes	yes	no	yes	no	yes
612	#مع_الحكيم تايلاند تبدأ اختبار لقاح لفيروس #كورونا على القرود #كوفيد19 #covid19 #corona #كورونا https://t.co/jPBl3pdwK6	yes	no	yes	yes	yes	yes	yes
613	روسيا تعلن عن أول لقاح مضاد لفيروس كورونا #كورونا	no					no	no
614	الرئيس الروسي فلاديمير بوتين عن نجاح بلاده في انتاج اول لقاح خاص بفيروس #كوفيد_19 #روسيا #كورونا https://t.co/XX8ZuOt6wm	yes	no	yes	no	no	no	yes
615	دكتور  دونالد ترمب رئيس أمريكا يقول إنه في طريقه لإطلاق لقاح ضد #كورونا قريبا تصريح ترمب جاء ردا على تصريحات منافسه الدينقراطي بايدن الذي اعتبره منسحبا من مواجهة الوباء. وخبراء يحذرون من ضغط ترمب لإعلان سريع عن لقاح ربما يكون غير آمن لاستخدام ذلك في إعادة انتخابه	no					no	yes
616	صحيفة ذا جاردين الطبية تهكنات بشأن موعد احصول على لقاح كورونا النهائي https://t.co/flJzoSRtMS	no					no	yes
617	مهما طال أمد #فيروس #كورونا فسوف يتم الانتهاء منه بإذن الله، في القريب العاجل بعلاج أو #لقاح من تلك التي تحت الاختبار ليصبح تاريخاً كما حدث مع أنواع #كورونا الأخرى التي أصابت العالم بالهلع في 2003 عند انتشار #SARS وفي 2012 في السعودية عند انتشار MERS. https://t.co/YHsywy1mLx	no					no	no
618	جامعة اكسفورد الفيروس يختفي بسرعة في بريطانيا وهذا لايساعد على نجاح انتاج لقاح للفيروس #كورونا #coronavirus	yes	yes	yes	yes	yes	yes	yes
