tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
209	Purchasing panic is a symptom of a dysfunctional society malada of individualism Who has liters of soap in your home- do you realize that to slow down the transmission of COVID-19 you need other people to clean their hands?! A fortress of toilet paper does not protect you	yes	no	yes	yes	no	yes	no
210	As soon as President USERID heard that #Coronavirus was a problem in China, he stopped US entry from China. This saved many lives! #TrumpTownHall URL	yes	no	yes	no	yes	no	yes
211	I have to go to TotalSportek for my nans ffs funeral home.	no					no	no
212	Epidemiologist Marc Lipsitch, director of the Harvard's Center for Transmissible Disease Dynamics: NEST. USA is the opposite of content.' URL	yes	no	yes	yes	no	yes	yes
213	INITIATION: Personal statement by Hisham Hamdan, Covid-19 @ Case 26. Leelo. Eye opening. URL	no					no	no
214	Toronto has another case of #COVID19 in a traveler who acquires infection in... Las Vegas. You've heard that right - Las Vegas. USA is exporting cases and travel history is rapidly becoming irrelevant. URL	yes	no	yes	yes	yes	yes	yes
215	Agora have been more than 100,000 cases of #coronavirus worldwide. 3,398 people are deaths of #COVID19 and 55,672 people have recovered.	yes	no	yes	no	no	yes	yes
216	I decided to read almost every paper that exists on #CoronaVirus today. My background is Biology and Neurology and I'm obsessed with capturing early parabolic trends, data and medical research. Here's a thread with the latest search Feel free to retweet or quote with credits	no					no	no
217	I wish once again to express my closeness to those who are sick with the #coronavirus and to the health workers who take care of them, as well as to civil authorities and to all those involved in assisting paciens and in containing the spread of the virus.	no					no	no
218	If Harry and Meghan were the jokers of this, Meghan would wish the innocent citizens of Britain to die.	no					no	yes
219	Trump could still own shares in a company that, according to the CDC, will play an important role in providing coronavirus test kits to the federal government, which means Trump could take advantage of coronavirus test. #COVID Ó19 #Coronavirus URL	yes	yes	yes	yes	yes	no	yes
220	Coronavirus COVID-19 Global Cases, as follows the URL of Johns Hopkins' USERID University	no					no	yes
221	Did everyone know that there are 96,950 cases of COVID-19 right now? Did everyone know 3,308 people are dead from it? But did everyone know that 53,981 of these cases have already recovered? It seems to let the media control your brain. Tacticas de scare are real tactics. Do your research.	yes	no	yes	yes	no	no	no
222	Dear USERID Pence: Is the lower true? Do you have a plan? Also, when local jurisdictions are going to get the #Coronavirus test kits you promised?	no					no	yes
223	I work with a mat salleh boss and every time he hears someone sternuts or coughs he would ask them to come back immediately, or housework. The thing about us Asians is, we always think RAJINNYA DTG KERJA WALAUPUN SAKIT SO DECECTION, BUT YOU DON'T SUPERVE GERS....	yes	no	no	yes	no	no	no
224	The same people used in multiple crown claims photographs in different cities around the world &gt;&gt;33 is a prominent number apparently.	yes	no	no	yes	yes	yes	no
225	After weeks of federal government dragging feet on COVID-19 testing, Trump just admitted in front of cameras that wants to manipulate the measurement of the outbreak for his personal political benefit.	yes	no	yes	yes	yes	no	yes
226	Tomorrow this boomer is celebrating 25... I let go to France to ski + maybe for crown virus, so I would be mostly AFK. To celebrate I give this blame Nomad cool away. Just retweet to enter. Selection of a random winner when I'm home! &lt;3 URL	yes	no	no	no	no	no	no
227	Korea: giving free test kit for covid-19 PH: us on tiktok!!!	yes	yes	yes	no	yes	no	yes
228	Today #coronavirus recap: -95,270 globally confirmed cases &amp; 3,281 mortis -80% of new cases in mortgages@WHO estimated ~3.4% of cases #COVID19 are mortis	yes	no	yes	no	no	no	yes
229	washing my hands: [bye sharona voice] crown	no					no	no
230	Can we get 30 subs equipped?'	no					no	no
231	WTAF?!! A man in Dartmouth with the symptoms of #COVID19 was invited to the quarantine car waiting for the test results. He decided he was fine and going to a party. The results came back positive the next day. Now another has it. Why so many people treat him like a joke? #CoronaVirusUSA	yes	no	yes	yes	yes	yes	yes
232	What works in stopping the spread of the Coronavirus: 1. Wash your hands for at least 20 seconds 2. cough and sneeze at the elbow 3. stay at home if you are malat What does not work: 1. Racism	yes	yes	yes	no	no	no	no
233	Touching your loved one is not recommended as the #Coronavirus spreads rampant all over the world. Touching another's face is simply unacceptable. #JustSoWrongJoe #NotOKayJoe URL	yes	no	no	no	no	no	no
234	Here's the public service announcement: If USERID says or tweets something in conflict with what doctors and experts have said about #CoronavirusOutbreak, trust doctors and experts. Your life and that of your family and friends may be at stake.	no					no	yes
235	The most terrifying thing about the COVID-19 is that it looks like a JIRA ticket.	no					no	no
236	Vietnam was the first country to contain completely SARS and COVID-19 (without deaths) and developed a rapid test kit in a month that the WHO says it should have taken four years. WHO now consults with Vietnam to get help for the global crisis. Of course this is not in our news.	yes	yes	yes	no	yes	no	yes
237	MANY PERSONS DEAD BY A REGULAR FUCKING FLOWER CORONA VIRUS DEAD BY A NUMBER OF PERSONS DEAD BY A CORONA VIRUS YOUR HANDS COVERED BY YOUR FUCKING COURT OF A FUCK FUCK FLOWER TO NO NUMBER OF ASIAN PERSONS	yes	yes	yes	yes	yes	yes	yes
238	Translation - A 60-year-old woman caught a cold and she's fine.	yes	yes	yes	yes	no	no	no
239	It's crowning URL time	no					no	no
240	Do not die of #Coronavirus without seeing this before, is the best clip you see this year. #Covid_19 #ThursdayThoughts #ThursdayMotivation #Coronvirus URL	no					no	no
241	CONTINUA LACK DE #COVIDÓ19 TESTING IS A DERELICTION OF DETY BY USERID He knew it from Jan about the #coronavirus. What is particularly shameful is USERID is using artificially deflated numbers for the absence of testing to say that the virus has stopped.	yes	no	yes	yes	yes	yes	yes
242	If I got crown I wouldn't be able to watch tbh. Quarantine would give me a lot of time to get to heart in shows and things, read, write a mountain and if you come out, die	no					no	no
243	it is the best set of infos I've found on crown virus and it is worth watching the full URL 10mins	no					no	no
244	Ppl normal malad vs people with Corona virus #CoronaVirusChallenge URL	no					no	no
245	The communal hate virus is more deadly than the Crown virus!	no					no	no
246	Attempt of USERID to minimize #Coronavirus has not aged well. According to USERID there are more than 215 cases &amp; 14 deaths, including 56 new cases today. Due to the absence of testing from Administration, we still do not know the extent of the spread virus. URL	yes	no	yes	yes	yes	yes	yes
247	Corona Virus is temporary. Domestic music is forever	no					no	no
248	Tests of nenyin-d'homicides de coronavirus to help your approval numbers must be considered attempted murder. URL	no					yes	yes
249	Coronovirus #COVID19 is canceled!	no					no	no
250	Crown Tweeting, but not Corinthians smh	no					no	no
251	The whole world: Corona Virus is dangerous. Jamaicans: URL	no					no	no
252	It's the script there, as you can see URL	no					no	no
253	As an invasion of hostile space aliens, COVID-19 is an enemy of the human species that does not negotiate. It does not worry about your nationality, ideology, politics, or religion. This enemy of us all needs a global effort to fight, guided by science and not by magical thinker. URL	yes	no	yes	no	no	no	no
254	You bastards on Friday, you show up with a neck bag full of Crown juice and a breath mask....	no					no	no
255	#VIDEO: The area around Santa Kaaba in the Holy Mosque in #Makkah was emptied of people temporarily to clean and sterilize, due to #Coronavirus temeris and to ensure the safety of pilgrims.	yes	no	yes	no	no	no	no
256	DOH EST OFFICIAL ON TIKTOK! Learn protective measures against COVID-19 in this video TikTok! Join the #challenge of greed! Follow DOH's official tiktok account in ID:dohgovph URL	no					no	no
257	A nurse—exposed to #coronavirus and the quarantined MICK— USERID Hammers to REFUSATE initially and then delay testing #COVID19. What ridiculous and uneducated response...is a public health emergency. h/t USERID USERID URL	yes	no	yes	yes	no	yes	yes
258	We bring more hope! Science works! URL	no					no	no
259	From 6 March 15PM KST, #BTSARMY gift approx. 505.5 million won for Covid-19 relief in 9 days!!	yes	no	no	no	yes	no	no
260	"President Trump could create a cure for COVID-19 and we'd feel ""not my cure"" from the TDS crowd. They say we're a cult, when we're actually family. Team Trump is a dynasty and this dynasty will re-elect him. #Landslide2020"	no					no	no
261	After USERID and compañes minimized the #CoronavirusOutbreak, Pence now admits that #coronavirus test kits is not enough. Experts (including me) see this coming for weeks and called for the #CoVID19 healing point tests. Their incompetence costs their lives.	yes	no	yes	yes	yes	yes	yes
262	#HongKongers decided not to listen to his government for good reasons and decided to wear mascaras to protect himself. #HongKong had the first case of #coronavirus long before most countries on this list and had seen almost little or no increase in cases since.	yes		yes	no	yes	no	yes
263	So there's local transmission, wash your hands, don't cough or sneeze on people.	no					no	no
264	Kerala is the only state in India that has successfully stopped 3 deadly viruses, Crown, Nipah and BJP.	yes	yes	yes	no	yes	no	no
265	This latest SARS-like lung injury report is consistent with previous clinical reports of #coronavirus cases from #China. At least 1 patient who survived #COVID19 subsequently received a lung transplant due to permanent fibrosis ('cirring') of the lungs.	yes	no	yes	no	yes	yes	yes
266	My su bihun is not perfect without Sambal Hitam	no					no	no
267	Donations to the U.S. government are managed by an office specific to the U.S. Treasury; do not send a check to an office of the Assistant Secretary for Health — see URL	yes	no	no	yes	no	no	yes
268	So here's a question for today: if you are a doctor in the Seattle area, you can, as of today, order a COVID-19 test for each patient who is thought to be a tester? Curious to hear from real medical professionals in the area.	no					no	yes
269	What's the coolest way to say '16 people have been tested'	no					no	no
270	This #coronavirus emergency response package gives our government the resources it needs to confront this public health crisis – without stealing a hundred other critical initiatives. With my signature, it goes to the desk president.	yes	no	yes	no	yes	no	no
271	Virus needs Us to travel. 'Beat The Virus' with Conscious and Responsible Action. Do not allow Virus to dislodge and disturb your lives and that of the Nation. - Sg #CoronaVirus	no					no	no
272	Nero's flirt again. As people die &amp; his administration loses the answer COVID-19, DONALD TRUMP EST TOUMPING OTHER TAXPAYER-FOUND VACATION ON PRIVATE LUXURY RESORT. I'm really strengthening dispersed to safety with a social media policy that surely bansing curse a corrupt potus.	yes	no	yes	yes	yes	yes	yes
273	Or, at least, in the first... this would be good news.	no					no	no
274	The ability to contain the #COVID19 outbreak is a tribute to our unit &amp; resilience. It also talks about the collaboration between our government, the people, &amp; the many private companies that have accelerated production to protect public health &amp; makes it impossible: URL	yes	no	no	no	no	no	no
275	Dear USERID A reminder that last week in the USERID Committee on Business, USERID refused 6 times to deny that #coronavirus is a farce. URL	yes	no	yes	yes	no	yes	yes
276	There is something strange that happens with Turkey. It resists to give evidence of the crown virus to WHO. There are rumors that the problem is almost as with IRAN. Some cases are reported on Turkish airlines.	yes	no	yes	yes	yes	yes	yes
277	Japan: schools close Italy: schools close and football games China: shut all Olympics; may cancel Trump: Coronavirus is a black, my corner is experts are wrong, and you drink to work and school. #TrumpVirus #COVID19 #Coronvirus	yes	no	yes	yes	yes	no	yes
278	#coronaviruschina will allow us 2 united against the New Evil Imperie ́4 its cover. This pandemic killed not only the Chinese, but also the people throughout the area. Victims Wuhan shout false as vice-premier. Visits URL.	yes	no		yes	no	yes	no
279	According to TMZ, and some other reliable sources. Selena Gomez would have donated $1,000,000 to vaccine research to help prevent the spread of COVID-19 also known as Coronavirus.	yes	yes	yes	no	yes	no	no
280	Dear Patriots, who else finds it strange that #FakeNewsMedia continues to vomit this #coronavirus shoots &amp; daily gives us the pedagii de mortes from this disease... when they can matter less how many deaths per minute of abortions?	yes		yes	yes	no	yes	no
281	"6 Mar 20 the 19pm GMT+2 #o of the cases #COVID19 confirmed in the region ""Afganistan 1""Bahrain 56"" Egypt 15""IR Iran 4747 incl 124 deaths ""Irak 38 incl 2 deaths ""Jordan 1""Kowait 58 ""Lebanon 16""Morocco 2""Oman 16""OPT 7""Pakistan 6""Qatar 11""Tunisia 1""KSA 5""UAE 29 URL"	yes	no	yes	no	no	no	yes
282	"Trump's campaign denounces CNN for ""false and defamatory 'Russia Russia' statements, looking for millions in damages. Fake News Medias are worse than #coronavirus. Inemy of the People! THE GRAND AWAKEING. You are the news now. Manew w / care. Q #QAnon #Trump2020 #KAG #KAG2020 #WWG1WGA URL"	yes	no		no	yes	no	no
283	Three more Iranian officers allegedly killed by #COVID19. Or being a politician makes the coronavirus extra-susceptible, or the prevalence of the disease is orders of magnitude greater than the government admitted: URL	yes	no	yes	yes	yes	yes	yes
284	USERID Donald Trump canceled his trip to the CDC in Atlanta because a person supposedly had #coronavirus?? #hypocrite URL	yes		yes	yes	yes	yes	yes
285	Why cancel a visit if it's just a farce, or worse a flu? #GermaphobeTrump has 2 standards. Anyone who is infested with COVID-19 can still go to work, unless it's the Bonespurs URL in Chief	yes		yes	yes	no	yes	yes
286	WARNING: This man is the RED of the empire of blasphemous collusion. Trust in nothing you say or write.	yes			yes	no	yes	no
287	Media bombards us with questions of false cases. I'll know before. I'll call you to desist from false news #Coronavirus URL	yes	yes	no	yes	no	yes	no
288	New York AG warns the televangelist #JimBakker to stop selling FAKE #CORONAVIRUS CURE #LisaLandau, head of the A.G.A.'s Office of Health Care, sent a cease-and-desist card to Bakker on Thursday threatening legal action #MOGJ ☆ #BlueWave2020 #MAGA #Christians URL	yes	no	yes		yes	yes	no
289	Before the Crown Virus arrived in South Africa, Trevor Noah was on the daily show laughing that we were going to die because of China and their false things. Some Americans offended that he was laughing at such a serious situation and he was like	yes	no	yes	yes	no	yes	no
290	"Since this will never be informed by the media, I wanted to share a copy of this check. USERID is again giving its salary to the U.S. government.""This quarter, the evening donated to USERID to compare, contain, and fight #Coronavirus. Flag of United StatesFlag of United States"	yes	no	yes	yes	yes	no	yes
291	Thank you, #MichaelBloomberg. Here's a demo (unintentional) useful on the fireplace to spread #coronavirus from the most uncertain person in America: touching community food as much as you can with saltive-like fingers. #MiniMikeBloomberg #DroolingBloomberg	no					no	no
292	"People, when you say ""The crown virus is not a big deal, it only kills the disabled, elderly, chornically-ill, and immunocompromised,"" the implication is that people are dispersible."	no					no	no
293	Only 1 case of Corona Virus in India and people are crazy about masks!! Daily 400 people die in road accidents and still no cracks for Cascos Thinking about making #safetysaves viruses or road accidents!	yes	no	yes	no	no	no	no
294	President USERID has made a commitment to donating his salary while in office. Honoring the promise and to further protect the American people, he is giving his Q4 2019 salary to USERID to support efforts to confront, contain, and fight #Coronavirus.	yes	no	yes	no	yes	no	yes
295	I live in Seattle, I have all the symptoms of COVID-19 and I have a history of chronic bronchitis. Since I work in a physiotherapy clinic with many 65+ patients and those with chronic diseases, I decided to be responsible and go test.	yes	no	yes	no	no	no	yes
296	"My father said, ""Why don't they cure the crown virus,"" and I told him he reminded me of this home clip movie."	no					no	no
297	Experts around the world have recommended reducing mass collections to prevent the spread of the VOCID-19 Novo Coronavirus. So this year I decided not to participate in any Holi Milan program.	yes	no	yes	no	no	no	yes
298	Prime Minister of Israel Benjamin Netanyahu USERID encourages Israelis to adopt the Indian way of greeting #Namaste at a press conference to mitigate the spread of #coronavirus	yes	no	yes	no	no	no	no
299	Dear USERID: You knew of #Covid_19 in January. It is Marcha and your Administration does not yet have enough test kits. It is unconscious and a deliberation of duty. Stop minimizing the #CoronaOutbreak and start leading. Lives are in game. <link>	yes	no	yes	yes	yes	no	yes
300	#CoronaAlert <link>	no					no	no
301	Countries with a large number of #coronavirus diagnoses 1. China 2. South Korea 3. Italy 4. Iran 5, Japan 6. France 7. Germany 8. Spain 9. Singapore 10. USA.	yes	no	yes	no	no	no	yes
302	I'm stunned by the depth of #coronavirus information being released in #Singapore. On this website you can see every known case of infection, where the person lives and works, at that hospital has interned, and the topology of network of carriers, all arranged on a series of time <link>	yes	no	yes	no	no	no	yes
303	Thank you, continue the great work!	no					no	no
304	The new #coronavirus killed about 3.4% of globally confirmed cases - making it more deadly than the flu, but still containable.	yes	no	yes	no	no	no	yes
305	Nigeria being able to effectively handle Ebola virus and Crown just lets you know that incompetence in everything else is intentional	no					no	no
306	By announcing a new directive that requires NY health insurers to waive the cost sharing associated with the #coronavirus test, including the emergency room, emergency assistance and office visits. We cannot let the cost be a barrier to access the COVID-19 test for every New Yorker.	yes	no	yes	no	no	no	yes
307	Now they want to clean up	no					no	no
308	Netanyahu announcing Israel's new extreme measures against #Korona. Israel's orders to stop shake hands, suggests following in return the Indian custom of Namaste.	yes	no	yes	no	no	no	no
309	He was just talking to doc de ER who says he's seeing cases that are 99% sure are #coronavirus. Negative for flu, recent trips, work at airports. I didn't allow to test. Patients return to work because they can't take a free time w/out a signature diagnosis. Other docs de ER seeing the same thing.	yes	no	yes	yes	yes	yes	yes
310	Slowly, all Hindu traditions will be accepted by the world. Yoga ya is in. Need for family system & vegetarianism is terrifying, Universal Acceptation to fight terrorism, polytheism to fight hatred & annoyance of communists. Time for non-scientific principles Abrahamic is not over.<link>	no					yes	no
311	Congress must not tie emergency funding #coronavirus to #fisa reauthorization. We must reform our FISA system to restore the confidence of the American people in our judicial system and ensure what happened to USERID and its campaign in 2016 NEVER happens again.<link>	no					no	yes
312	Members #EXO #Chanyeol, #Lay, #Suho and #Kai donated a total of 170 million won to Korea Disaster Relief Association Hope Bridge to help fight the outbreak of #coronavirus. #COVID19 USERID USERID USERID #ì°ì ́ ́#ZhangYixing #ì Óí ✓ #ì Ó Ó	yes	no	no	no	yes	no	no
313	Dear USERID Pence: What are you hiding from the American people? Why will you see and hear the people that the experts say about the #KoronaOutbreak?	no					no	yes
314	Dear USERID, Stop wasting time India's peacock with your social media accounts, when India faces an emergency. Focus the attention of every Indian to take on the Crown virus challenge. Here's how it does... #Coronavirusindia	no					no	no
315	Agarra - #China Communist Party Denying #CoronavirusExploration originating in China? Has this after the catastrophic malmania of the Beijing virus caused a global health crisis?	yes		yes	yes	yes	no	yes
316	The World Health Organization has confirmed that Covid-19 is more deadly than seasonal flu, but it does not transmit so easily. Read the latest updates of the coronavirus outbreak here.	yes	no	yes	yes	yes	yes	yes
317	NO PANIC! Here's everything you need to know &amp; do as a responsible citizen.NO PANIC! Here's everything you need to know & do as a responsible citizen. #coravirusindia Microbe #covid2019 #CoronaAlert <link>	no					no	no
318	"Trump to Hannity about WHO that says the coronavirus death rate is 3.4%: ""I think the 3.4% number is really a fake number. Now this is just my palpitation, but based on a lot of conversations... personally, I would say the number is well below 1%."" Amazing irresponsible. <link>"	yes	yes	yes	yes	no	yes	yes
319	Dear USERID : Why aren't we testing the scale that we need to contain the #CoronavirusOutbreak? Do you still have to apologize for criticizing its Administration's testing failure was a new buzz? <link>	no					no	no
320	Thank you for the inspiration #India- from today all the Israelites say #Shalomð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð ð 	no					no	no
321	If that's true, USERID officials who denied coronavirus testing to personnel exposed to US Embassy must resign. Also, a reminder that last week in USERID's committee, USERID denied 6 times to deny that #coronavirus is a farce. <link>	no					no	yes
322	An appeal to every Democrat candidate for president, or anything else. Will you join President Trump in donating your quarterly salary to fight #CoronaVirus? Citizens would be very grateful. Thank you in advance.	no					no	no
323	A state of emergency has been declared for LA City and County due to confirmed cases of Coronavirus. Angelenos necessis ser preparat, but not panic. Listen to expert advice. Be sure to follow USERID and USERID for the latest infos and recommendations. <link>	yes	no	yes	no	no	no	no
324	#coronavirus #Covid_19 URL	no					no	no
325	USERID Please post this. It shared vital information and it's a class on how to lead in moments of crisis An excellent speech by Singapore's Minister of Health Sr. Gan Kim Yong. An excellent way to describe #coronavirus #CoronaVirusUpdates	no					no	yes
326	#B52Questions 1. Why is Rudy not under arrest? 2. Why isn't Harvey in Riker's? 3. Why is Cuccinelli still working? 4. Does Barr not yet have? 5. When Flynn is convicted? 6. Who trusts Pence and Mrs. Miller with messages about #coronavirus? 7. Râ ́s content w / their guy?	no					no	yes
327	Overall, about 3.4% of reported #COVID19 cases are mortis. In comparison, seasonal flu usually kills munt less than 1% of those infected- USERID #coronavirus	yes	no	yes	no	no	no	yes
328	It is a just question to question whether the insufficiency of the tests is due to serious incompetence by the USERID administration, or Trumpâs expressed the desire to minimize the #CoronaOutbreak.	no					yes	yes
329	Only the USERID by stopping a crown virus count, because it does not allow all their pharmaceutical companions to load all the cherent for a life-saving vaccine that has not yet been processed. #OneVoice1 <link>	yes		yes	yes	yes	yes	yes
330	Amazing! what South Korea is doing is really doubling the epidemic curve #Covid19. Only 131 new cases today, versus 909 in Feb. 29. It's not just China. This clearly can be done. URL URL	yes	no	yes	no	no	no	yes
331	"My students have noticed that COVID-19 is showing us how every ""honorary white"" status placed in Asians in the U.S.A. was always provisional."	no					yes	no
332	The thing that anyone under the age of 50 has to perceive is that you probably don't need to die from COVID-19, but we will absolutely be the vectors that spread the disease to old people who *go* die, and from here you have to take precautions.	yes	no	yes	no	no	no	no
333	They did not lower taxes, did not abandon societies, attacked the public health emergency, the way to promote economic recovery is by focusing public health. URL	yes	no	yes	no	yes	no	yes
334	Hospital Sungai Buloh will soon be COVID-19 center. Let this effort be a paradigm for a better precaution for all Malaysians. We are having 100% beds for patients COVID-19, &amp; redistribute in-House patients to other tertiary Hospitals / District Hosp for the continuation of the rescue.	yes	no	yes	no	yes	no	no
335	"In the 5 months since the beginning of the virus de Corona, 3800 people in the world have died. In that same period the flu killed Mais de 310,000. Awake people! The Coronavirus ""Fear"" is an ill-fated crisis. Ask yourself: Who benefits from this crisis? Do you hear??"	yes	yes	yes	yes	yes	yes	yes
336	If you don't blamed Obama for approx. 12,000 American swine flu deaths (and I don't), but turning back and somehow pin approx. 22 Trump/Pence virus crown, then YOU are the shit problem with political discourses in this country.	no					yes	no
337	Short video... #Coronavirus spreads worldwide #Wuhan #COVID2019 #koronawirus #Korona #Corona #CoronavirusSpread #CoronaVirusUpdate URL #COVID19	yes	no	yes	no	no	no	no
338	Looks like the crown virus is anti-black and Iam ok with that URL	yes	no	yes	no	yes	no	yes
339	The Chinese crown virus is like URL	no					no	no
340	Covid-19 hit during the cold/flu season. Sereinking if you can get the virus? This chart on #covid19 v. cold v. flu is helpful: URL	yes	no	yes	no	no	no	no
341	North American: *hygienic card grabbing, discussing with voice the merits of hand disinfectant* France: FOR THE LAST VALUE, COCAINE DOESN'T PREVENTE URL COLONAVIRUS	yes		no	no	no	no	no
342	Our #FlattenTheCurve graphic is now on USERID with appropriate attribution &amp; a CC-BY-SA license. Please share &amp; wide and translate it into any language you can! Details in the thread below. #Covid_19 #COVID2019 #COVID19 #coronavirus free to USERID &amp; URL USERID	yes	no	no	no	no	no	no
343	Great statements spreading misinformation and Bulgarian Asiatics and the American Asian community for #coronavirus make us all less secure. USERID must delete this tweet and pray immediately. URL	yes	no	yes	yes	yes	yes	yes
344	Minagua: In #Coronavirus, we could enter a period of accelerator cases. The country may seem very different over the next two weeks. We `ll overcome this, but must take measures now to limit the field and impact of the virus. There are things we can do now to help ourselves. 1/n	yes	no	yes	no	yes	no	no
345	For those liberals who scattered their ass plugs on people calling the virus Crown that originated in Wuhan the (hope for...) #WuhanCoronavirus, hereas a history upgrade... #Numbskulls URL	no					no	no
346	Just a look at guidelines to test VOCID-19 in a hospital in San Diego and they are... really bad! To get a test the patient must have close contact with someone w a confirmed infection or viajou to an infested area. But that is totally insufficient!	yes	no	yes	yes	yes	yes	yes
347	57 $ itinerary to LA, thanks crown virus URL	yes	no	no	no	no	no	no
348	#Coronavirus is spreading. Letáes distort education spread faster. Please read &amp; retweet so that we are all ready for #COVID19.URL	yes	no	no	no	no	no	no
349	For the sake of the choice of the consummate to the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end of the end	no					no	no
350	I have just been informed that my COVID-19 lab result was negative. In an abundance of prudence, I will remain under auto-quarantine on consulting professional doctors until Thursday at 14pm. I still feel good and do not show symptoms.	yes	no	no	no	no	no	no
351	Crown you get these check flights like hell because you don't URL	yes	yes	no	no	no	no	no
352	France, Spain and Germany are about 9 to 10 days ago Italy in #COVID19 progression; the UK and the USA follow at 13 to 16 days. In Italy we have waited too long, these countries should really start implementing aggressive containment measures now. URL	yes	no	yes	no	yes	no	yes
353	Crown Virus Pro Suggestion: If you mix Emergency-C with Vodka you can't literally get sick, it's really science	yes	yes	no	yes	yes	yes	no
354	.@SenSchumer &amp; I demand that Trump Administration prioritize the health and safety of American workers and their families over corporate interests. #Coronavirus URL	yes	no	yes	no	yes	no	yes
355	â Israel announces the mandatory quarantine of two weeks for all those arriving overseas. â You want to bet Israel doesnât have an epidemic in their country? Frontiers is a wonderful thing. #Coronavirus URL	yes	no	no	no	no	yes	no
356	Nancy Binay is the best politician in recent years. Anyone who laughs at her dark skin can now strangle themselves. URL	no					no	no
357	Following the #coronavirus, Sen Josh Hawley introduces a law to end China's US dependency on manufacturing and distributing our medical supplies. URL	yes	no	yes	no	yes	yes	yes
358	I wanted data Covid-19 details, but hat hart hart finding numbers without accompaniment media sess. I collected myself, and I'm sharing it here. In this thread: - Incubation time - Occasion symptom - Transmission taxes - First 20 US cases per date and location (continue)	yes	no	yes	no	yes	no	no
359	Very true analysis: USA more vulnerable than many countries to #coronavirus due to combination of a large number of non-insured, many w/or paid liceu de maladie, and a leader who minimized the challenge while not preparing the country for it. URL	yes		yes	yes	yes	yes	yes
360	I don't know who needs to listen to this, but Alberta has added COVID19 to ALL respiratory buffers made in ER or hospital. So, if you are looking for flu, you will also see an answer on #covid19. It must be #StandardOfCare IMHO.	yes	no	yes	no	yes	no	yes
361	An antiviral spray against the novel #coronavirus has developed in Shanghai Public Health Clinical Center, which can be put in the throat as a virus shield. The spray can greatly help protect front-line medical personnel, but mass production for public use is not available for now. URL	yes		yes	no	yes	no	yes
362	#COVIDã1⁄419 Something we all need to be aware of and alert to. It's now up to 3rd gen infection. Watch this video (prestat) to understand how easy it is to spread the virus. #Coronavirus URL	yes	no	yes	yes	yes	yes	
363	Can someone explain why someone who comes into contact with the CPAC participant is doing quarantine car instead of getting a #coronavirus test?	yes	no	no	no	no	no	no
364	"In a non-briefing Korean government on COVID-19 reply: ""The gov't is covering the financial costs for testing and related treatment instead of individual watchers with those expenses. The gov't is also reimbursing medical facilities for losses suffered by quarantine imposed."""	yes	no	yes	no	yes	no	no
365	twitter passport is silent from crown hit. wouldve spent ur moneys in jordans	yes	no	no	no	no	no	no
366	EXCLUSIVE Nadine Dorries, a minister of health, first became a deputy to be diagnosed with coronavirus She has been in Westminster for the past week, met hundreds of people, and attended a reception No. 10 hosted by Boris Johnson in young URLs	yes	no	yes	yes	yes	yes	yes
367	Test The URL	no					no	no
